
UniProt accession:I1RAE5
GO ID	Go Term	GO Evidence Code
GO:1900436	positive regulation of filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:1900442	positive regulation of filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:1900445	positive regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	

UniProt accession:G4MMH7
GO ID	Go Term	GO Evidence Code
GO:0043581	mycelium development	IEP	

UniProt accession:Q2VLJ2
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q5AA09
GO ID	Go Term	GO Evidence Code
GO:0009267	cellular response to starvation	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0036170	filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:0036171	filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:1900435	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation	IMP	
GO:1900438	negative regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus	IMP	

UniProt accession:Q4PDC5
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	

UniProt accession:P87035
GO ID	Go Term	GO Evidence Code
GO:0007165	signal transduction	IEA	
GO:0007186	G-protein coupled receptor signaling pathway	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:P38441
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:I1S7N4
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0044262	cellular carbohydrate metabolic process	IEA	

UniProt accession:B6V9Y4
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q4WR83
GO ID	Go Term	GO Evidence Code
GO:0006696	ergosterol biosynthetic process	IMP	
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IMP	
GO:0010106	cellular response to iron ion starvation	IMP	
GO:0031171	ferricrocin biosynthetic process	IMP	
GO:0070301	cellular response to hydrogen peroxide	IMP	
GO:1900551	N',N'',N'''-triacetylfusarinine C biosynthetic process	IMP	

UniProt accession:G4N4F9
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	

UniProt accession:Q9P932
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:P0AA19
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q92197
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	
GO:0006031	chitin biosynthetic process	IGI	
GO:0071555	cell wall organization	IEA	

UniProt accession:G4MTF8
GO ID	Go Term	GO Evidence Code
GO:0000272	polysaccharide catabolic process	IEA	
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0045493	xylan catabolic process	IEA	
GO:0052051	interaction with host via protein secreted by type II secretion system	IDA	

UniProt accession:Q5A7T6
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	
GO:0009405	pathogenesis	IMP	
GO:0045944	positive regulation of transcription from RNA polymerase II promoter	IDA	

UniProt accession:P41749
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:Q6ZX14
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q8ZNG2
GO ID	Go Term	GO Evidence Code
GO:0006508	proteolysis	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:G4N7X0
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0007165	signal transduction	IEA	
GO:0008150	biological_process	ND	
GO:0016310	phosphorylation	IEA	

UniProt accession:G4N178
GO ID	Go Term	GO Evidence Code
GO:0006979	response to oxidative stress	IEA	
GO:0034599	cellular response to oxidative stress	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q4X0H6
GO ID	Go Term	GO Evidence Code
GO:0006038	cell wall chitin biosynthetic process	IMP	
GO:0030448	hyphal growth	IMP	
GO:0031505	fungal-type cell wall organization	IMP	
GO:0043936	asexual sporulation resulting in formation of a cellular spore	IMP	

UniProt accession:I1S077
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:Q5KQZ9
GO ID	Go Term	GO Evidence Code
GO:0006226	dUMP biosynthetic process	IEA	
GO:0006229	dUTP biosynthetic process	IEA	
GO:0009117	nucleotide metabolic process	IEA	
GO:0009220	pyrimidine ribonucleotide biosynthetic process	IEA	
GO:0046080	dUTP metabolic process	IEA	

UniProt accession:Q6F4M1
GO ID	Go Term	GO Evidence Code
GO:0006259	DNA metabolic process	IEA	
GO:0006265	DNA topological change	IEA	

UniProt accession:C3PTB1
GO ID	Go Term	GO Evidence Code
GO:0006631	fatty acid metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q7Z9Z4
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:J9MXG1
GO ID	Go Term	GO Evidence Code
GO:0006629	lipid metabolic process	IEA	

UniProt accession:Q3BP62
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:G4NF43
GO ID	Go Term	GO Evidence Code
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q99126
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:Q4U4T0
GO ID	Go Term	GO Evidence Code
GO:0000272	polysaccharide catabolic process	IEA	
GO:0005975	carbohydrate metabolic process	IEA	
GO:0006032	chitin catabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:Q4WXK4
GO ID	Go Term	GO Evidence Code
GO:0052036	negative regulation by symbiont of host inflammatory response	IMP	

UniProt accession:O94100
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0008152	metabolic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:G4N7Y2
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q9LZ25
GO ID	Go Term	GO Evidence Code
GO:0006499	N-terminal protein myristoylation	RCA	
GO:0006612	protein targeting to membrane	RCA	
GO:0006952	defense response	IEA	
GO:0009627	systemic acquired resistance	RCA	
GO:0009697	salicylic acid biosynthetic process	RCA	
GO:0009963	positive regulation of flavonoid biosynthetic process	RCA	
GO:0010363	regulation of plant-type hypersensitive response	RCA	
GO:0042742	defense response to bacterium	IGI	

UniProt accession:Q00310
GO ID	Go Term	GO Evidence Code
GO:0000032	cell wall mannoprotein biosynthetic process	IGI	
GO:0006057	mannoprotein biosynthetic process	IGI	
GO:0006057	mannoprotein biosynthetic process	IMP	
GO:0006486	protein glycosylation	IEA	
GO:0006487	protein N-linked glycosylation	IGI	
GO:0006493	protein O-linked glycosylation	IDA	
GO:0006493	protein O-linked glycosylation	IMP	
GO:0007160	cell-matrix adhesion	IGI	
GO:0007160	cell-matrix adhesion	IMP	
GO:0009405	pathogenesis	IGI	
GO:0009405	pathogenesis	IMP	
GO:0016337	single organismal cell-cell adhesion	IGI	
GO:0016337	single organismal cell-cell adhesion	IMP	
GO:0030447	filamentous growth	IGI	
GO:0031505	fungal-type cell wall organization	IGI	
GO:0043710	cell adhesion involved in multi-species biofilm formation	IMP	
GO:0051834	evasion or tolerance of defenses of other organism involved in symbiotic interaction	IMP	
GO:0097502	mannosylation	IEA	
GO:0097502	mannosylation	IDA	
GO:0097502	mannosylation	IGI	
GO:0097502	mannosylation	IMP	

UniProt accession:P53376
GO ID	Go Term	GO Evidence Code
GO:0006184	GTP catabolic process	IEA	
GO:0007017	microtubule-based process	IEA	
GO:0051258	protein polymerization	IEA	

UniProt accession:P21454
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:Q9P304
GO ID	Go Term	GO Evidence Code
GO:0006066	alcohol metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q888W0
GO ID	Go Term	GO Evidence Code
GO:0033663	negative regulation by symbiont of host defense-related protein level	IDA	

UniProt accession:Q29YB0
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q4X0H7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:P69066
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006950	response to stress	IEA	
GO:0009405	pathogenesis	IEA	

UniProt accession:Q59L12
GO ID	Go Term	GO Evidence Code
GO:0006897	endocytosis	IMP	
GO:0007155	cell adhesion	IEA	
GO:0007155	cell adhesion	IDA	
GO:0007155	cell adhesion	IMP	
GO:0009405	pathogenesis	IEA	
GO:0009405	pathogenesis	IMP	
GO:0016337	single organismal cell-cell adhesion	IDA	
GO:0016337	single organismal cell-cell adhesion	IMP	
GO:0030260	entry into host cell	IDA	
GO:0033215	iron assimilation by reduction and transport	IMP	
GO:0043708	cell adhesion involved in biofilm formation	IMP	
GO:0043709	cell adhesion involved in single-species biofilm formation	IMP	
GO:0043710	cell adhesion involved in multi-species biofilm formation	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	
GO:0044406	adhesion of symbiont to host	IMP	

UniProt accession:G4N6Q1
GO ID	Go Term	GO Evidence Code
GO:0006914	autophagy	IEA	

UniProt accession:P13835
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IEA	

UniProt accession:D7HXL1
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q873Z8
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q82Z33
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:E2J5T5
GO ID	Go Term	GO Evidence Code
GO:0006109	regulation of carbohydrate metabolic process	IEA	
GO:0006402	mRNA catabolic process	IEA	

UniProt accession:Q2FZ08
GO ID	Go Term	GO Evidence Code
GO:0006402	mRNA catabolic process	IEA	
GO:0009405	pathogenesis	IEA	
GO:0090305	nucleic acid phosphodiester bond hydrolysis	IEA	
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	IEA	

UniProt accession:O25743
GO ID	Go Term	GO Evidence Code
GO:0006749	glutathione metabolic process	IEA	

UniProt accession:Q4P8E7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q59PD2
GO ID	Go Term	GO Evidence Code
GO:0000282	cellular bud site selection	IMP	
GO:0008104	protein localization	IMP	
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0030448	hyphal growth	IMP	
GO:0030952	establishment or maintenance of cytoskeleton polarity	IMP	
GO:0044182	filamentous growth of a population of unicellular organisms	IMP	

UniProt accession:Q01099
GO ID	Go Term	GO Evidence Code
GO:0034053	modulation by symbiont of host defense-related programmed cell death	IEA	

UniProt accession:Q09JB7
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q4P333
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0071555	cell wall organization	IEA	

UniProt accession:E9NYS9
GO ID	Go Term	GO Evidence Code
GO:0006979	response to oxidative stress	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:Q88AL8
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q56022
GO ID	Go Term	GO Evidence Code
GO:0009306	protein secretion	IEA	
GO:0009405	pathogenesis	IEA	
GO:0030254	protein secretion by the type III secretion system	IEA	

UniProt accession:P03962
GO ID	Go Term	GO Evidence Code
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	IEA	
GO:0006207	'de novo' pyrimidine nucleobase biosynthetic process	IMP	
GO:0006221	pyrimidine nucleotide biosynthetic process	IEA	
GO:0006222	UMP biosynthetic process	IDA	
GO:0006222	UMP biosynthetic process	IMP	
GO:0008152	metabolic process	IEA	
GO:0044205	'de novo' UMP biosynthetic process	IEA	

UniProt accession:O42695
GO ID	Go Term	GO Evidence Code
GO:0000160	phosphorelay signal transduction system	IEA	
GO:0007165	signal transduction	IEA	
GO:0016310	phosphorylation	IEA	
GO:0023014	signal transduction by phosphorylation	IEA	

UniProt accession:Q5A409
GO ID	Go Term	GO Evidence Code
GO:0006031	chitin biosynthetic process	IEA	
GO:0006038	cell wall chitin biosynthetic process	IMP	

UniProt accession:Q888V9
GO ID	Go Term	GO Evidence Code
GO:0008150	biological_process	ND	

UniProt accession:Q6QIY0
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0016311	dephosphorylation	IEA	

UniProt accession:I1RSU2
GO ID	Go Term	GO Evidence Code
GO:0006633	fatty acid biosynthetic process	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:G4MR15
GO ID	Go Term	GO Evidence Code
GO:0043581	mycelium development	IEP	

UniProt accession:G4Z2B4
GO ID	Go Term	GO Evidence Code
GO:0000737	DNA catabolic process, endonucleolytic	IEA	

UniProt accession:Q9Y8E5
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	

UniProt accession:Q9S3S3
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009267	cellular response to starvation	ISS	
GO:0015969	guanosine tetraphosphate metabolic process	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:G4MNV0
GO ID	Go Term	GO Evidence Code
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0060257	negative regulation of flocculation	IEA	
GO:0060258	negative regulation of filamentous growth	IEA	

UniProt accession:I1RPV7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:Q4WNW5
GO ID	Go Term	GO Evidence Code
GO:0006520	cellular amino acid metabolic process	IEA	
GO:0006526	arginine biosynthetic process	IMP	
GO:0006591	ornithine metabolic process	IEA	

UniProt accession:Q9HGU2
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:P74853
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0015031	protein transport	IEA	

UniProt accession:Q9P927
GO ID	Go Term	GO Evidence Code
GO:0009405	pathogenesis	IMP	
GO:0030447	filamentous growth	IMP	
GO:0036178	filamentous growth of a population of unicellular organisms in response to neutral pH	IMP	
GO:0036180	filamentous growth of a population of unicellular organisms in response to biotic stimulus	IMP	
GO:0036244	cellular response to neutral pH	IMP	
GO:0044011	single-species biofilm formation on inanimate substrate	IMP	

UniProt accession:I7F9U1
GO ID	Go Term	GO Evidence Code
GO:0007155	cell adhesion	IEA	

UniProt accession:Q4P5N0
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	
GO:0019236	response to pheromone	IEA	

UniProt accession:Q8X125
GO ID	Go Term	GO Evidence Code
GO:0000165	MAPK cascade	IEA	
GO:0006468	protein phosphorylation	IEA	
GO:0016310	phosphorylation	IEA	

UniProt accession:Q8NJN5
GO ID	Go Term	GO Evidence Code
GO:0000413	protein peptidyl-prolyl isomerization	IEA	
GO:0008152	metabolic process	IEA	

UniProt accession:G4N8I4
GO ID	Go Term	GO Evidence Code
GO:0006351	transcription, DNA-templated	IEA	
GO:0006355	regulation of transcription, DNA-templated	IEA	
GO:0006357	regulation of transcription from RNA polymerase II promoter	IEA	
GO:0006366	transcription from RNA polymerase II promoter	IEA	

UniProt accession:C5BF98
GO ID	Go Term	GO Evidence Code
GO:0005975	carbohydrate metabolic process	IEA	
GO:0006099	tricarboxylic acid cycle	IEA	
GO:0006108	malate metabolic process	IEA	
GO:0044262	cellular carbohydrate metabolic process	IEA	
GO:0055114	oxidation-reduction process	IEA	

UniProt accession:B5R579
GO ID	Go Term	GO Evidence Code
GO:0043165	Gram-negative-bacterium-type cell outer membrane assembly	IEA	
GO:0051205	protein insertion into membrane	IEA	

UniProt accession:Q7PC62
GO ID	Go Term	GO Evidence Code
GO:0044419	interspecies interaction between organisms	IEA	

UniProt accession:Q0QWD8
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:G8DNS9
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:B9K1Q7
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009058	biosynthetic process	IEA	

UniProt accession:G4NIS9
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	
GO:0009405	pathogenesis	IMP	

UniProt accession:I1RKK7
GO ID	Go Term	GO Evidence Code
GO:0006468	protein phosphorylation	IEA	

UniProt accession:P42375
GO ID	Go Term	GO Evidence Code
GO:0006457	protein folding	IEA	
GO:0042026	protein refolding	IEA	
GO:0044267	cellular protein metabolic process	IEA	

UniProt accession:Q6RKG9
GO ID	Go Term	GO Evidence Code
GO:0008152	metabolic process	IEA	

UniProt accession:F0XP73
GO ID	Go Term	GO Evidence Code
GO:0006810	transport	IEA	
GO:0008152	metabolic process	IEA	
GO:0055085	transmembrane transport	IEA	

UniProt accession:H9L471
