New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I1955	PHI:2484	B6VCT9	Ste11	ste11	Ste11 (EC 2.7.11.25)	FJ374679	40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005524:ATP binding; GO:0004709: MAP kinase kinase kinase activity		POO:0000001:loss of pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Reduced;Pre-penetration:Yes;Penetration:Yes;Vegetative Spores:Aberrant												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1956	PHI:2485	A6RT73	Ste7		Deleted.		40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot			POO:0000001:loss of pathogenicity	Spore Germination:Wild Type;In Vitro Growth:Reduced;Pre-penetration:Yes;Penetration:Yes;Vegetative Spores:Aberrant												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1957	PHI:2486	A6S3X7	Ste50		Deleted.		40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot			POO:0000001:loss of pathogenicity	In Vitro Growth:Reduced;Spore Germination:Wild Type;Penetration:Yes;Pre-penetration:Yes;Vegetative Spores:Aberrant												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1958	PHI:2487	B6VCT8	ste12	ste12	Ste12	FJ374678	40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding; GO:0005634: nucleus; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000002:reduced virulence	Penetration:Yes;In Vitro Growth:Reduced;In Vitro Growth:Aberrant;Spore Germination:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1959	PHI:2487	B6VCT8	ste12	ste12	Ste12	FJ374678	40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding; GO:0005634: nucleus; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000002:reduced virulence	Spore Germination:Reduced												ESO:0000011:gene overexpression	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1960	PHI:2484	B6VCT9	Ste11	ste11	Ste11 (EC 2.7.11.25)	FJ374679	40559:Botrytis cinerea		3750:Malus domestica (apple) 	Dicot	GO:0005524:ATP binding; GO:0004709: MAP kinase kinase kinase activity		POO:0000001:loss of pathogenicity	Vegetative Spores:Aberrant;Penetration:Yes;Pre-penetration:Yes;In Vitro Growth:Reduced;Spore Germination:Wild Type												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1961	PHI:2485	A6RT73	Ste7		Deleted.		40559:Botrytis cinerea		3750:Malus domestica (apple) 	Dicot			POO:0000001:loss of pathogenicity	Vegetative Spores:Aberrant;Pre-penetration:Yes;Penetration:Yes;Spore Germination:Wild Type;In Vitro Growth:Reduced												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1962	PHI:2486	A6S3X7	Ste50		Deleted.		40559:Botrytis cinerea		3750:Malus domestica (apple) 	Dicot			POO:0000001:loss of pathogenicity	Penetration:Yes;Pre-penetration:Yes;In Vitro Growth:Reduced;Spore Germination:Wild Type;Vegetative Spores:Aberrant												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1963	PHI:2487	B6VCT8	ste12	ste12	Ste12	FJ374678	40559:Botrytis cinerea		3750:Malus domestica (apple) 	Dicot	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding; GO:0005634: nucleus; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000002:reduced virulence	Penetration:Yes;Spore Germination:Wild Type;In Vitro Growth:Reduced;In Vitro Growth:Aberrant												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1964	PHI:2487	B6VCT8	ste12	ste12	Ste12	FJ374678	40559:Botrytis cinerea		3750:Malus domestica (apple) 	Dicot	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding; GO:0005634: nucleus; GO:0003700: sequence-specific DNA binding transcription factor activity		POO:0000002:reduced virulence	Spore Germination:Reduced												ESO:0000011:gene overexpression	Rashmi Pant,Molecular Connections		20078780: Schamber A, Leroch M, Diwo J, Mendgen K, Hahn M. (2010). "The role of mitogen-activated protein (MAP) kinase signalling components and the Ste12 transcription factor in germination and pathogenicity of Botrytis cinerea." Mol Plant Pathol 11(1): 105-119. 10.1111/j.1364-3703.2009.00579.x.	2014-12-16
PHI:I1965	PHI:2488	G4ND25	Man1	MGG_00994	alpha-1,2-Mannosidase (EC 3.2.1.-)	CM001235	318829:Magnaporthe oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0005509:calcium ion binding; GO:0004571: mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; GO:0016020: membrane		POO:0000003:unaffected pathogenicity	Vegetative Spores:Wild Type;Spore Germination:Wild Type;In Vitro Growth:Wild Type												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		19621226: Zhou J, Lin CZ, Zheng XZ, Lin XJ, Sang WJ, Wang SH, Wang ZH, Ebbole D, Lu GD. (2009). "Functional analysis of an alpha-1,2-mannosidase from Magnaporthe oryzae." Curr Genet 55(4): 485-496. 10.1007/s00294-009-0261-y.	2014-12-16
PHI:I1966	PHI:2489	E2J5T5	rsmAXoo 	rsmA;csrA	Carbon storage regulator homolog	HM988729	64187:Xanthomonas oryzae pv. oryzae		4530:Oryza sativa (rice) 	Monocot	GO:0003723:mRNA catabolic process; GO:0006402: regulation of carbohydrate metabolic process; GO:0006109: RNA binding		POO:0000001:loss of pathogenicity	In Vitro Growth:Wild Type												ESO:0000007:gene complementation;ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		21355995: Zhu PL, Zhao S, Tang JL, Feng JX. (2011). "The rsmA-like gene rsmA(Xoo) of Xanthomonas oryzae pv. oryzae regulates bacterial virulence and production of diffusible signal factor." Mol Plant Pathol 12(3): 227-237. 10.1111/j.1364-3703.2010.00661.x.	2014-12-16
PHI:I1967	PHI:2490	E9B636	MCA	LMXM_34_1580	Putative metacaspase	FR799587	5665:Leishmania mexicana	DOID:9065:leishmaniasis	10090:Mus musculus (house mouse) 	n\a	GO:0004197:cysteine-type endopeptidase activity		POO:0000004:increased virulence (hypervirulence)	In Vitro Growth:Increased	miltefosine;camptothecin	58066-85-6;4	CHEBI:75283;CHEBI:27656									ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		22951982: Castanys-Muñoz E, Brown E, Coombs GH, Mottram JC. (2012). "Leishmania mexicana metacaspase is a negative regulator of amastigote proliferation in mammalian cells." Cell Death Dis 3(): e385. 10.1038/cddis.2012.113.	2014-12-16
PHI:I1968	PHI:2490	E9B636	MCA	LMXM_34_1580	Putative metacaspase	FR799587	5665:Leishmania mexicana	DOID:9065:leishmaniasis	10090:Mus musculus (house mouse) 	n\a	GO:0004197:cysteine-type endopeptidase activity		POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000011:gene overexpression	Rashmi Pant,Molecular Connections		22951982: Castanys-Muñoz E, Brown E, Coombs GH, Mottram JC. (2012). "Leishmania mexicana metacaspase is a negative regulator of amastigote proliferation in mammalian cells." Cell Death Dis 3(): e385. 10.1038/cddis.2012.113.	2014-12-16
PHI:I1969	PHI:2491	I1RJS9	FgPTC1	FG04111.1;FGSG_04111	Uncharacterized protein	DS231664	5518:Fusarium graminearum		4564:Triticum	Monocot	GO:0046872:metal ion binding; GO:0006470: protein dephosphorylation; GO:0004722: protein serine/threonine phosphatase activity		POO:0000002:reduced virulence	In Vitro Growth:Reduced;Vegetative Spores:Wild Type	lithium	17341-24-1	CHEBI:30145									ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		20447276: Jiang L, Yang J, Fan F, Zhang D, Wang X. (2010). "The type 2C protein phosphatase FgPtc1p of the plant fungal pathogen Fusarium graminearum is involved in lithium toxicity and virulence." Mol Plant Pathol 11(2): 277-282. 10.1111/j.1364-3703.2009.00598.x.	2014-12-16
PHI:I1970	PHI:2492	Q8XVQ5	PopW	popW;RSc2775	Probable harpin protein with pectate lyase domain	AL646052	305:Ralstonia solanacearum		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005576:extracellular region; GO:0030570: pectate lyase activity		POO:0000003:unaffected pathogenicity													ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		20447285: Li JG, Liu HX, Cao J, Chen LF, Gu C, Allen C, Guo JH. (2010). "PopW of Ralstonia solanacearum, a new two-domain harpin targeting the plant cell wall." Mol Plant Pathol 11(3): 371-381. 10.1111/j.1364-3703.2010.00610.x.	2014-12-16
PHI:I1971	PHI:2493	Q4UY34	XC0965	XC_0965	Uncharacterized protein	CP000050	340:Xanthomonas campestris pv. campestris		41679:Raphanus sativus var. niger (Chinese radish) 	Dicot	GO:0035438:cyclic-di-GMP binding		POO:0000002:reduced virulence													ESO:0000007:gene complementation;ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		19019010: McCarthy Y, Ryan RP, O'Donovan K, He YQ, Jiang BL, Feng JX, Tang JL, Dow JM. (2008). "The role of PilZ domain proteins in the virulence of Xanthomonas campestris pv. campestris." Mol Plant Pathol 9(6): 819-824. 10.1111/j.1364-3703.2008.00495.x.	2014-12-16
PHI:I1972	PHI:2494	Q4UUG9	XC2249	XC_2249	Uncharacterized protein	CP000050	340:Xanthomonas campestris pv. campestris		41679:Raphanus sativus var. niger (Chinese radish) 	Dicot			POO:0000002:reduced virulence													ESO:0000007:gene complementation;ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		19019010: McCarthy Y, Ryan RP, O'Donovan K, He YQ, Jiang BL, Feng JX, Tang JL, Dow JM. (2008). "The role of PilZ domain proteins in the virulence of Xanthomonas campestris pv. campestris." Mol Plant Pathol 9(6): 819-824. 10.1111/j.1364-3703.2008.00495.x.	2014-12-16
PHI:I1973	PHI:2495	Q4UUA3	XC2317	ycgR;XC_2317	Flagellar brake protein YcgR (Cyclic di-GMP binding protein YcgR)	CP000050	340:Xanthomonas campestris pv. campestris		41679:Raphanus sativus var. niger (Chinese radish) 	Dicot	GO:0010181:bacterial-type flagellum basal body; GO:0009425: bacterial-type flagellum-dependent cell motility; GO:0071973: cyclic-di-GMP binding; GO:0035438: FMN binding; GO:0016491: oxidoreductase activity; GO:0071945: regulation of bacterial-type flagellum-dependent cell motility by regulation of motor speed		POO:0000003:unaffected pathogenicity													ESO:0000007:gene complementation;ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		19019010: McCarthy Y, Ryan RP, O'Donovan K, He YQ, Jiang BL, Feng JX, Tang JL, Dow JM. (2008). "The role of PilZ domain proteins in the virulence of Xanthomonas campestris pv. campestris." Mol Plant Pathol 9(6): 819-824. 10.1111/j.1364-3703.2008.00495.x.	2014-12-16
PHI:I1974	PHI:2496	Q4URQ8	XC3221	XC_3221	Type IV fimbriae assembly protein	CP000050	340:Xanthomonas campestris pv. campestris		41679:Raphanus sativus var. niger (Chinese radish) 	Dicot	GO:0035438:cyclic-di-GMP binding		POO:0000002:reduced virulence													ESO:0000007:gene complementation;ESO:0000016:characterised gene mutation	Rashmi Pant,Molecular Connections		19019010: McCarthy Y, Ryan RP, O'Donovan K, He YQ, Jiang BL, Feng JX, Tang JL, Dow JM. (2008). "The role of PilZ domain proteins in the virulence of Xanthomonas campestris pv. campestris." Mol Plant Pathol 9(6): 819-824. 10.1111/j.1364-3703.2008.00495.x.	2014-12-16
PHI:I1975	PHI:2497	Q4P2U6	atg8	ATG8;UM05567	Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier atg8)	AACP01000203	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0032258:autophagic vacuole; GO:0006888: autophagic vacuole assembly; GO:0005776: CVT pathway; GO:0000045: cytoplasmic vesicle; GO:0031410: cytosol; GO:0005829: ER to Golgi vesicle-mediated transport; GO:0019898: extrinsic component of membrane; GO:0000329: fungal-type vacuole membrane; GO:0000422: mitochondrion degradation; GO:0009405: pathogenesis; GO:0034727: piecemeal microautophagy of nucleus; GO:0000407: pre-autophagosomal structure		POO:0000002:reduced virulence	In Vitro Growth:Reduced;Mating Defect:No;Spore Germination:Wild Type;Vegetative Spores:Reduced												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		20618705: Nadal M, Gold SE. (2010). "The autophagy genes ATG8 and ATG1 affect morphogenesis and pathogenicity in Ustilago maydis." Mol Plant Pathol 11(4): 463-478. 10.1111/j.1364-3703.2010.00620.x.	2014-12-16
PHI:I1976	PHI:2498	Q4P0K0	atg1	ATG1;UM06363	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy-related protein 1)	AACP01000247	5270:Ustilago maydis		4577:Zea mays	Monocot	GO:0005524:ATP binding; GO:0006914: autophagy; GO:0005737: cytoplasm; GO:0016020: membrane; GO:0004674: protein serine/threonine kinase activity; GO:0015031: protein transport		POO:0000002:reduced virulence	Spore Germination:Wild Type;Mating Defect:No;In Vitro Growth:Reduced;Vegetative Spores:Wild Type												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		20618705: Nadal M, Gold SE. (2010). "The autophagy genes ATG8 and ATG1 affect morphogenesis and pathogenicity in Ustilago maydis." Mol Plant Pathol 11(4): 463-478. 10.1111/j.1364-3703.2010.00620.x.	2014-12-16
PHI:I1977	PHI:2499	P96320	rcsB	rcsB	RcsB protein	Y09848	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot	GO:0003677:DNA binding; GO:0000160: phosphorelay signal transduction system; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0006351: transcription, DNA-templated		POO:0000001:loss of pathogenicity		polymyxin b	1404-26-8	CHEBI:8310									ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		19236575: Wang D, Korban SS, Zhao Y. (2009). "The Rcs phosphorelay system is essential for pathogenicity in Erwinia amylovora." Mol Plant Pathol 10(2): 277-290. 10.1111/j.1364-3703.2008.00531.x.	2014-12-16
PHI:I1978	PHI:2500	D4I7B7	rcsC	rcsC;EAM_2263	Two-component system, sensor kinase and response regulator (EC 2.7.13.3)	FN666575	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot	GO:0005524:ATP binding; GO:0016021: integral component of membrane; GO:0000155: phosphorelay sensor kinase activity; GO:0005886: plasma membrane; GO:0006355: regulation of transcription, DNA-templated		POO:0000001:loss of pathogenicity		polymyxin b	1404-26-8	CHEBI:8310									ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		19236575: Wang D, Korban SS, Zhao Y. (2009). "The Rcs phosphorelay system is essential for pathogenicity in Erwinia amylovora." Mol Plant Pathol 10(2): 277-290. 10.1111/j.1364-3703.2008.00531.x.	2014-12-16
PHI:I1979	PHI:2501	D4HWX6	rcsD	yojN;EAMY_2341	Putative two-component system sensor kinase (EC 2.7.3.-)	FN434113	552:Erwinia amylovora		23211:Pyrus communis (pear) 	Dicot	GO:0016020:membrane; GO:0000155: phosphorelay sensor kinase activity		POO:0000001:loss of pathogenicity		polymyxin b	1404-26-8	CHEBI:8310									ESO:0000001:gene disruption;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		19236575: Wang D, Korban SS, Zhao Y. (2009). "The Rcs phosphorelay system is essential for pathogenicity in Erwinia amylovora." Mol Plant Pathol 10(2): 277-290. 10.1111/j.1364-3703.2008.00531.x.	2014-12-16
PHI:I1980	PHI:2503	Q96UQ6	AGS1	AGS1	Putative alpha-1,3-glucan synthase	AF435120	746128:Aspergillus fumigatus		10090:Mus musculus (house mouse) 	n\a	GO:0009058:biosynthetic process; GO:0005975: carbohydrate metabolic process; GO:0003824: catalytic activity; GO:0043169: cation binding		POO:0000003:unaffected pathogenicity	Vegetative Spores:Reduced;In Vitro Growth:Wild Type;In Vitro Growth:Aberrant												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Rashmi Pant,Molecular Connections		15746357: Beauvais A, Maubon D, Park S, Morelle W, Tanguy M, Huerre M, Perlin DS, Latgé JP. (2005). "Two alpha(1-3) glucan synthases with different functions in Aspergillus fumigatus." Appl Environ Microbiol 71(3): 1531-1538. 10.1128/aem.71.3.1531-1538.2005.	2014-12-16
PHI:I1981	PHI:2506	G3F820	Amr1		Amr1	JF487829	29001:Alternaria brassicicola		3716:Brassica oleracea var. capitata (cabbage) 	Dicot	GO:0003677:DNA binding; GO:0005634: nucleus; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity; GO:0008270: zinc ion binding		POO:0000004:increased virulence (hypervirulence)	Vegetative Spores:Wild Type;Vegetative Spores:Aberrant;In Vitro Growth:Wild Type;Spore Germination:Wild Type												ESO:0000002:gene deletion	Rashmi Pant,Molecular Connections		23133370: Cho Y, Srivastava A, Ohm RA, Lawrence CB, Wang KH, Grigoriev IV, Marahatta SP. (2012). "Transcription factor Amr1 induces melanin biosynthesis and suppresses virulence in Alternaria brassicicola." PLoS Pathog 8(10): e1002974. 10.1371/journal.ppat.1002974.	2014-12-16
