New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Experiment Specifications	Curators	Species Experts	PubMed IDs	Curation Date
PHI:I265	PHI:277	Q6WP53	BCP1	BCP1	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	AY277722	40559:Botrytis cinerea		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0003755:peptidyl-prolyl cis-trans isomerase activity; GO:0006457: protein folding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	Pre-penetration:No;In Vitro Growth:Wild Type;Vegetative Spores:Wild Type												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		14651630: Viaud M, Brunet-Simon A, Brygoo Y, Pradier JM, Levis C. (2003). "Cyclophilin A and calcineurin functions investigated by gene inactivation, cyclosporin A inhibition and cDNA arrays approaches in the phytopathogenic fungus Botrytis cinerea." Mol Microbiol 50(5): 1451-1465. 10.1046/j.1365-2958.2003.03798.x.	2015-01-13
PHI:I266	PHI:277	Q6WP53	BCP1	BCP1	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	AY277722	40559:Botrytis cinerea		3885:Phaseolus vulgaris	Dicot	GO:0003755:peptidyl-prolyl cis-trans isomerase activity; GO:0006457: protein folding	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	Pre-penetration:No;In Vitro Growth:Wild Type;Vegetative Spores:Wild Type												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		14651630: Viaud M, Brunet-Simon A, Brygoo Y, Pradier JM, Levis C. (2003). "Cyclophilin A and calcineurin functions investigated by gene inactivation, cyclosporin A inhibition and cDNA arrays approaches in the phytopathogenic fungus Botrytis cinerea." Mol Microbiol 50(5): 1451-1465. 10.1046/j.1365-2958.2003.03798.x.	2015-01-13
PHI:I267	PHI:278	Q9C2Y1	BCPME1	bcpme1	Pectinesterase (EC 3.1.1.11)	AJ309701	40559:Botrytis cinerea		3750:Malus domestica (apple) 	Dicot	GO:0045330:aspartyl esterase activity; GO:0005618: cell wall; GO:0042545: cell wall modification; GO:0030599: pectinesterase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12744465: Valette-Collet O, Cimerman A, Reignault P, Levis C, Boccara M. (2003). "Disruption of Botrytis cinerea pectin methylesterase gene Bcpme1 reduces virulence on several host plants." Mol Plant Microbe Interact 16(4): 360-367. 10.1094/mpmi.2003.16.4.360.	2015-01-13
PHI:I268	PHI:278	Q9C2Y1	BCPME1	bcpme1	Pectinesterase (EC 3.1.1.11)	AJ309701	40559:Botrytis cinerea		3702:Arabidopsis thaliana (thale cress) 	Dicot	GO:0045330:aspartyl esterase activity; GO:0005618: cell wall; GO:0042545: cell wall modification; GO:0030599: pectinesterase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12744465: Valette-Collet O, Cimerman A, Reignault P, Levis C, Boccara M. (2003). "Disruption of Botrytis cinerea pectin methylesterase gene Bcpme1 reduces virulence on several host plants." Mol Plant Microbe Interact 16(4): 360-367. 10.1094/mpmi.2003.16.4.360.	2015-01-13
PHI:I269	PHI:278	Q9C2Y1	BCPME1	bcpme1	Pectinesterase (EC 3.1.1.11)	AJ309701	40559:Botrytis cinerea		3603:Vitis	Dicot	GO:0045330:aspartyl esterase activity; GO:0005618: cell wall; GO:0042545: cell wall modification; GO:0030599: pectinesterase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12744465: Valette-Collet O, Cimerman A, Reignault P, Levis C, Boccara M. (2003). "Disruption of Botrytis cinerea pectin methylesterase gene Bcpme1 reduces virulence on several host plants." Mol Plant Microbe Interact 16(4): 360-367. 10.1094/mpmi.2003.16.4.360.	2015-01-13
PHI:I270	PHI:279	Q59PD2	CaSPA2	SPA2;CaO19.13719;CaO19.6362	Uncharacterized protein	AACQ01000192;AACQ01000189	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005935:cellular bud neck; GO:0031560: cellular bud neck polarisome; GO:0000282: cellular bud site selection; GO:0005934: cellular bud tip; GO:0031561: cellular bud tip polarisome; GO:0030952: establishment or maintenance of cytoskeleton polarity; GO:0030447: filamentous growth; GO:0044182: filamentous growth of a population of unicellular organisms; GO:0030448: hyphal growth; GO:0001411: hyphal tip; GO:0031562: hyphal tip polarisome; GO:0000131: incipient cellular bud site; GO:0009405: pathogenesis; GO:0008104: protein localization; GO:0030427: site of polarized growth	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin		12940995: Zheng XD, Wang YM, Wang Y. (2003). "CaSPA2 is important for polarity establishment and maintenance in Candida albicans." Mol Microbiol 49(5): 1391-1405. 10.1046/j.1365-2958.2003.03646.x.	2015-01-13
PHI:I271	PHI:280	Q9HF03	CCN1	CLF1;CCN1;CNAG_00694	Pre-mRNA-splicing factor CLF1 (crooked-neck-like protein 1)	AF265234;CP003820	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0008380:mRNA processing; GO:0006397: RNA splicing; GO:0005681: spliceosomal complex	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		12654817: Chung S, Mondon P, Chang YC, Kwon-Chung KJ. (2003). "Cryptococcus neoformans with a mutation in the tetratricopeptide repeat-containing gene, CCN1, causes subcutaneous lesions but fails to cause systemic infection." Infect Immun 71(4): 1988-1994. 10.1128/iai.71.4.1988-1994.2003.	2015-01-13
PHI:I272	PHI:281	P39827	CDC10	CDC10;CaO19.548;CaO19.8183	Cell division control protein 10	Z25870;AACQ01000055;AACQ01000054	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005525:adhesion of symbiont to host; GO:0044406: asymmetric protein localization; GO:0008105: cell cortex; GO:0005938: cell septum; GO:0030428: cellular bud neck; GO:0005935: cellular bud neck septin ring; GO:0000144: chitin localization; GO:0006033: chlamydospore formation; GO:0001410: cytokinetic cell separation; GO:0000920: establishment of nucleus localization; GO:0040023: fungal-type cell wall organization; GO:0031505: growth of unicellular organism as a thread of attached cells; GO:0070783: GTP binding; GO:0030448: hyphal growth; GO:0001411: hyphal tip; GO:0000131: incipient cellular bud site; GO:0030011: maintenance of cell polarity; GO:0001400: mating projection base; GO:0009405: pathogenesis; GO:0031105: septin complex; GO:0005940: septin ring; GO:0000921: septin ring assembly	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin		12819094: Warenda AJ, Kauffman S, Sherrill TP, Becker JM, Konopka JB. (2003). "Candida albicans septin mutants are defective for invasive growth and virulence." Infect Immun 71(7): 4045-4051. 10.1128/iai.71.7.4045-4051.2003.	2015-01-13
PHI:I273	PHI:282	Q8NJ85	CDC11	CDC11	Septin	AY112705	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005525:cell cycle; GO:0007049: GTP binding; GO:0031105: septin complex	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	In Vitro Growth:Reduced												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin		12819094: Warenda AJ, Kauffman S, Sherrill TP, Becker JM, Konopka JB. (2003). "Candida albicans septin mutants are defective for invasive growth and virulence." Infect Immun 71(7): 4045-4051. 10.1128/iai.71.7.4045-4051.2003.	2015-01-13
PHI:I274	PHI:283	Q875H9	CDC24	CDC24	Guanine nucleotide exchange factor Cdc24	AY208122	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005089:intracellular signal transduction; GO:0035556: Rho guanyl-nucleotide exchange factor activity	GO:0009405(IMP):pathogenesis	POO:0000001:loss of pathogenicity													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12582118: Bassilana M, Blyth J, Arkowitz RA. (2003). "Cdc24, the GDP-GTP exchange factor for Cdc42, is required for invasive hyphal growth of Candida albicans." Eukaryot Cell 2(1): 9-18. 10.1128/ec.2.1.9-18.2003.	2015-01-13
PHI:I275	PHI:285	Q873Z8	CHSV	chsV	Class V chitin synthase (EC 2.4.1.16)	AF484941	5507:Fusarium oxysporum		10090:Mus musculus (house mouse) 	n\a	GO:0005524:ATP binding; GO:0003677: chitin synthase activity; GO:0004100: DNA binding; GO:0020037: heme binding; GO:0003774: motor activity; GO:0016459: myosin complex		POO:0000004:increased virulence (hypervirulence)													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Andrew Beacham		12492869: Madrid MP, Di Pietro A, Roncero MI. (2003). "Class V chitin synthase determines pathogenesis in the vascular wilt fungus Fusarium oxysporum and mediates resistance to plant defence compounds." Mol Microbiol 47(1): 257-266. 10.1046/j.1365-2958.2003.03299.x.;14977985: Ortoneda M, Guarro J, Madrid MP, Caracuel Z, Roncero MI, Mayayo E, Di Pietro A. (2004). "Fusarium oxysporum as a multihost model for the genetic dissection of fungal virulence in plants and mammals." Infect Immun 72(3): 1760-1766. 10.1128/iai.72.3.1760-1766.2004.	2015-01-13
PHI:I276	PHI:285	Q873Z8	CHSV	chsV	Class V chitin synthase (EC 2.4.1.16)	AF484941	5507:Fusarium oxysporum		4081:Solanum lycopersicum (tomato) 	Dicot	GO:0005524:ATP binding; GO:0003677: chitin synthase activity; GO:0004100: DNA binding; GO:0020037: heme binding; GO:0003774: motor activity; GO:0016459: myosin complex	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Pre-penetration:No;Penetration:Yes												ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Andrew Beacham		12492869: Madrid MP, Di Pietro A, Roncero MI. (2003). "Class V chitin synthase determines pathogenesis in the vascular wilt fungus Fusarium oxysporum and mediates resistance to plant defence compounds." Mol Microbiol 47(1): 257-266. 10.1046/j.1365-2958.2003.03299.x.	2015-01-13
PHI:I277	PHI:286	Q874K8	CLC-A	CLC-A	Chloride channel protein	AY227911	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0030554:adenyl nucleotide binding; GO:0016021: integral component of membrane; GO:0005247: voltage-gated chloride channel activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		14622414: Zhu X, Williamson PR. (2003). "A CLC-type chloride channel gene is required for laccase activity and virulence in Cryptococcus neoformans." Mol Microbiol 50(4): 1271-1281. 10.1046/j.1365-2958.2003.03752.x.	2015-01-13
PHI:I278	PHI:287	Q8J1X6	CLNR1	clnr1	Major nitrogen regulatory protein	AY168017	290576:Colletotrichum lindemuthianum		3885:Phaseolus vulgaris	Dicot	GO:0043565:sequence-specific DNA binding; GO:0003700: sequence-specific DNA binding transcription factor activity; GO:0008270: zinc ion binding	GO:0009405(IMP):pathogenesis;GO:0044412:growth or development of symbiont in host	POO:0000001:loss of pathogenicity	Penetration:No;Pre-penetration:No												ESO:0000002:gene deletion	Thomas Baldwin;John Keon		12694611: Pellier AL, Laugé R, Veneault-Fourrey C, Langin T. (2003). "CLNR1, the AREA/NIT2-like global nitrogen regulator of the plant fungal pathogen Colletotrichum lindemuthianum is required for the infection cycle." Mol Microbiol 48(3): 639-655. 10.1046/j.1365-2958.2003.03451.x.	2015-01-13
PHI:I279	PHI:288	Q5ABP4	CMP1	CMP1;CNA1;CaO19.6033	Serine/threonine-protein phosphatase (EC 3.1.3.16)	AACQ01000035	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005955:calcineurin complex; GO:0004723: calcium-dependent protein serine/threonine phosphatase activity; GO:0071473: cellular response to cation stress; GO:0035690: cellular response to drug; GO:0009267: cellular response to starvation; GO:0016311: dephosphorylation; GO:0030447: filamentous growth; GO:0044182: filamentous growth of a population of unicellular organisms; GO:0036180: filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:0036170: filamentous growth of a population of unicellular organisms in response to starvation; GO:0031505: fungal-type cell wall organization; GO:0030448: hyphal growth; GO:0009405: pathogenesis; GO:0042981: regulation of apoptotic process	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	Spore Germination:Wild Type												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12933882: Bader T, Bodendorfer B, Schröppel K, Morschhäuser J. (2003). "Calcineurin is essential for virulence in Candida albicans." Infect Immun 71(9): 5344-5354. 10.1128/iai.71.9.5344-5354.2003.	2015-01-13
PHI:I280	PHI:289	Q5ABD7	CNA1	CMP1;CNA1;CaO19.13454	Serine/threonine-protein phosphatase (EC 3.1.3.16)	AACQ01000036	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005955:calcineurin complex; GO:0004723: calcium-dependent protein serine/threonine phosphatase activity; GO:0071473: cellular response to cation stress; GO:0035690: cellular response to drug; GO:0009267: cellular response to starvation; GO:0016311: dephosphorylation; GO:0030447: filamentous growth; GO:0044182: filamentous growth of a population of unicellular organisms; GO:0036180: filamentous growth of a population of unicellular organisms in response to biotic stimulus; GO:0036170: filamentous growth of a population of unicellular organisms in response to starvation; GO:0031505: fungal-type cell wall organization; GO:0030448: hyphal growth; GO:0009405: pathogenesis; GO:0042981: regulation of apoptotic process	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12753189: Sanglard D, Ischer F, Marchetti O, Entenza J, Bille J. (2003). "Calcineurin A of Candida albicans: involvement in antifungal tolerance, cell morphogenesis and virulence." Mol Microbiol 48(4): 959-976. 10.1046/j.1365-2958.2003.03495.x.	2015-01-13
PHI:I281	PHI:290	Q5AK12	CNB1	CNB1;CaO19.11492;CaO19.4009	Uncharacterized protein	AACQ01000012;AACQ01000011	5476:Candida albicans	DOID:1508:candidiasis	10090:Mus musculus (house mouse) 	n\a	GO:0005509:calcium ion binding; GO:0006874: cellular calcium ion homeostasis; GO:0035690: cellular response to drug; GO:0030448: hyphal growth; GO:0009405: pathogenesis; GO:0051592: response to calcium ion	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption;ESO:0000007:gene complementation	Thomas Baldwin		12796287: Blankenship JR, Wormley FL, Boyce MK, Schell WA, Filler SG, Perfect JR, Heitman J. (2003). "Calcineurin is essential for Candida albicans survival in serum and virulence." Eukaryot Cell 2(3): 422-430. 10.1128/ec.2.3.422-430.2003.	2015-01-13
PHI:I282	PHI:292	Q9C1Q9	CPRa	CPRa1	Pheromone receptor CPRa1p	AF250141	5207:Cryptococcus neoformans	DOID:12053:cryptococcosis	10090:Mus musculus (house mouse) 	n\a	GO:0016021:integral component of membrane; GO:0004933: mating-type a-factor pheromone receptor activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000002:gene deletion;ESO:0000007:gene complementation	Thomas Baldwin;Kim Hammond-Kosack,Rothamsted Research		12933837: Chang YC, Miller GF, Kwon-Chung KJ. (2003). "Importance of a developmentally regulated pheromone receptor of Cryptococcus neoformans for virulence." Infect Immun 71(9): 4953-4960. 10.1128/iai.71.9.4953-4960.2003.	2015-01-13
PHI:I283	PHI:293	Q9C3Z2	CPS1	CPS1	Acyl CoA ligase-like protein	AF332878	5016:Bipolaris maydis		4577:Zea mays	Monocot	GO:0016874:ligase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Thomas Baldwin		12730371: Lu SW, Kroken S, Lee BN, Robbertse B, Churchill AC, Yoder OC, Turgeon BG. (2003). "A novel class of gene controlling virulence in plant pathogenic ascomycete fungi." Proc Natl Acad Sci U S A 100(10): 5980-5985. 10.1073/pnas.0931375100.	2015-01-13
PHI:I284	PHI:294	Q8NK75	CST1	CST1	Ste12-like transcription factor	AB090340	5462:Colletotrichum lagenaria		3659:Cucumis sativus (cucumber) 	Dicot	GO:0046872:metal ion binding; GO:0003676: nucleic acid binding; GO:0005634: nucleus; GO:0003700: sequence-specific DNA binding transcription factor activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host	POO:0000001:loss of pathogenicity	Pre-penetration:No;Penetration:Yes												ESO:0000002:gene deletion	Thomas Baldwin		12744460: Tsuji G, Fujii S, Tsuge S, Shiraishi T, Kubo Y. (2003). "The Colletotrichum lagenariu Ste12-like gene CST1 is essential for appressorium penetration." Mol Plant Microbe Interact 16(4): 315-325. 10.1094/mpmi.2003.16.4.315.	2015-01-13
PHI:I285	PHI:295	Q7Z8N5	CvCPS1	CPS1	Acyl CoA ligase-like protein (Fragment)	AY324105	40125:Bipolaris victoriae		4498:Avena sativa (oat) 	Monocot	GO:0016874:ligase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Thomas Baldwin;John Keon		12730371: Lu SW, Kroken S, Lee BN, Robbertse B, Churchill AC, Yoder OC, Turgeon BG. (2003). "A novel class of gene controlling virulence in plant pathogenic ascomycete fungi." Proc Natl Acad Sci U S A 100(10): 5980-5985. 10.1073/pnas.0931375100.	2015-01-13
PHI:I286	PHI:296	Q7Z9J3	CZK3	CZK3	MAP kinase kinase kinase Czk3	AY242849	135779:Cercospora zeae-maydis		4577:Zea mays	Monocot	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity	GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence	In Vitro Growth:Increased												ESO:0000001:gene disruption;ESO:0000007:gene complementation	Martin Urban,Rothamsted Research		12971599: Shim WB, Dunkle LD. (2003). "CZK3, a MAP kinase kinase kinase homolog in Cercospora zeae-maydis, regulates cercosporin biosynthesis, fungal development, and pathogenesis." Mol Plant Microbe Interact 16(9): 760-768. 10.1094/mpmi.2003.16.9.760.	2015-01-13
PHI:I287	PHI:300	Q6XPX0	FGB1	fgb1	G protein beta subunit	AY219172	5507:Fusarium oxysporum		4081:Solanum lycopersicum (tomato) 	Dicot		GO:0009405(IMP):pathogenesis	POO:0000002:reduced virulence													ESO:0000001:gene disruption	Thomas Baldwin;Andrew Beacham		12695847: Jain S, Akiyama K, Kan T, Ohguchi T, Takata R. (2003). "The G protein beta subunit FGB1 regulates development and pathogenicity in Fusarium oxysporum." Curr Genet 43(2): 79-86. .	2015-01-13
PHI:I288	PHI:301	Q8J2N0	foSNF1	SNF1	Protein kinase SNF1	AF420488	5507:Fusarium oxysporum		3716:Brassica oleracea var. capitata (cabbage) 	Dicot	GO:0005524:ATP binding; GO:0004674: protein serine/threonine kinase activity	GO:0009405(IMP):pathogenesis;GO:0044409:entry into host;GO:0044412:growth or development of symbiont in host	POO:0000002:reduced virulence	Penetration:Yes;Pre-penetration:No;In Vitro Growth:Wild Type												ESO:0000001:gene disruption	Thomas Baldwin;Andrew Beacham		12845476: Ospina-Giraldo MD, Mullins E, Kang S. (2003). "Loss of function of the Fusarium oxysporum SNF1 gene reduces virulence on cabbage and Arabidopsis." Curr Genet 44(1): 49-57. 10.1007/s00294-003-0419-y.	2015-01-13
