PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	Host_response	Experimental_evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
PHI:2219	Uniprot	Q4PBU5	XP_758565	521	don1	no data found	no	5270	Ustilago maydis	SG200AM1	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	21625538	Pubmed	10.1 371/journal.ppat. 1002044	no comments
PHI:2220	Uniprot	Q4P2X0	XP_761690	521	don3	no data found	no	5270	Ustilago maydis	SG200AM1	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	21625538	Pubmed	10.1 371/journal.ppat. 1002044	no comments
PHI:2221	Uniprot	Q4PHD3	XP_756627	521	Msb2	no data found	PHI:2222	5270	Ustilago maydis	FB1	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2222	Uniprot	Q4P9Q7	XP_759303	521	Sho1	no data found	PHI:2221	5270	Ustilago maydis	FB1	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2221	Uniprot	Q4PHD3	XP_756627	521	Msb2	no data found	PHI:2222	5270	Ustilago maydis	FB2	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2222	Uniprot	Q4P9Q7	XP_759303	521	Sho1	no data found	PHI:2221	5270	Ustilago maydis	FB2	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2221	Uniprot	Q4PHD3	XP_756627	521	Msb2	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	yes	?	?	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	both SG200AM1 sho1 deleted  and SG200AM1 msb2 deleted were signiﬁcantly reduced in appressorium formation compared with SG200AM1, while SG200AM1 sho1 deleted/msb2 deleted did not develop any appressoria. / transmembrane domain of Msb2 is essential for processing and function of Msb2.
PHI:2222	Uniprot	Q4P9Q7	XP_759303	521	Sho1	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	yes	?	?	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	Both SG200AM1 sho1 deleted  and SG200AM1 msb2 deleted were signiﬁcantly reduced in appressorium formation compared with SG200AM1, while SG200AM1 sho1 deleted/msb2 deleted did not develop any appressoria
PHI:2221	Uniprot	Q4PHD3	XP_756627	521	Msb2	no data found	PHI:2222	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	yes	?	?	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	Both SG200AM1 sho1 deleted  and SG200AM1 msb2 deleted were signiﬁcantly reduced in appressorium formation compared with SG200AM1, while SG200AM1 sho1 deleted/msb2 deleted did not develop any appressoria
PHI:2222	Uniprot	Q4P9Q7	XP_759303	521	Sho1	no data found	PHI:2221	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	yes	?	?	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	Both SG200AM1 sho1 deleted  and SG200AM1 msb2 deleted were signiﬁcantly reduced in appressorium formation compared with SG200AM1, while SG200AM1 sho1 deleted/msb2 deleted did not develop any appressoria
PHI:2223	Uniprot	Q4P862	XP_759848	521	rok1	no data found	PHI:2221, PHI:2222   	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2221	Uniprot	Q4PHD3	XP_756627	521	Msb2	no data found	PHI:2223, PHI:2222	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2222	Uniprot	Q4P9Q7	XP_759303	521	Sho1	no data found	PHI:2223, PHI:2221	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2224	Uniprot	Q99078	U07801	521	fuz7	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Functional test in host	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2224	Uniprot	Q99078	U07801	521	fuz7	no data found	PHI:2221, PHI:2222   	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Arabinose	147-81-9	no data found	no data found	Functional test in host	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	Sho1 and Msb2 act upstream of the MAP kinases Kpp2 and Kpp6.
PHI:2221	Uniprot	Q4PHD3	XP_756627	521	Msb2	no data found	PHI:2224, PHI:2222	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Arabinose	147-81-9	no data found	no data found	Functional test in host	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	Sho1 and Msb2 act upstream of the MAP kinases Kpp2 and Kpp6.
PHI:2222	Uniprot	Q4P9Q7	XP_759303	521	Sho1	no data found	PHI:2224, PHI:2221	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Arabinose	147-81-9	no data found	no data found	Functional test in host	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	Sho1 and Msb2 act upstream of the MAP kinases Kpp2 and Kpp6.
PHI:2222	Uniprot	Q4P9Q7	XP_759303	521	Sho1	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene mutation: characterised	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	no comments
PHI:2225	Uniprot	Q86ZC3	AJ505152	521	kpp6	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	In SG200 Del kpp6 derivatives expressing kpp6P130A P131A mutant, virulence was elevated compared with SG200 Del kpp6/otef:kpp6, and the expression of kpp6 Del 1-169 in SG200 Del kpp6 led to a further increase in virulence.
PHI:2225	Uniprot	Q86ZC3	AJ505152	521	kpp6	no data found	PHI:2222	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	When kpp6 alleles were introduced in SG200 sho1/kpp6 double deletion mutant, which is unable to cause disease, symptom development was restored to the same extent with both the wild-type allele and the kpp6P130A P131A allele. Introduction of the kpp6 Del 1-169 mutant allele led to increased virulence compared with that of kpp6 or kpp6P130A P131A. The virulence enhancing effect of the kpp6 Del 1-169 allele was significantly higher in the sho1/kpp6 double deletion background than in the Del kpp6 background. N terminus of Kpp6 as well as the PRD alone have a negative role during virulence.
PHI:2222	Uniprot	Q4P9Q7	XP_759303	521	Sho1	no data found	PHI:2225	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	20587773	Pubmed	10.1105/tpc.1 09.073734	When kpp6 alleles were introduced in SG200 sho1/kpp6 double deletion mutant, which is unable to cause disease, symptom development was restored to the same extent with both the wild-type allele and the kpp6P130A P131A allele. Introduction of the kpp6 Del 1-169 mutant allele led to increased virulence compared with that of kpp6 or kpp6P130A P131A. The virulence enhancing effect of the kpp6 Del 1-169 allele was significantly higher in the sho1/kpp6 double deletion background than in the Del kpp6 background. N terminus of Kpp6 as well as the PRD alone have a negative role during virulence.
PHI:2226	Uniprot	Q4P9K9	XP_759351	521	Mcs1	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	oxidative burst	Gene deletion: full; Gene complementation	na	AR	20663961	Pubmed	10.1105/tpc.1 10.075028	no comments
PHI:2226	Uniprot	Q4P9K9	XP_759351	521	Mcs1	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	oxidative burst	Gene mutation: characterised	na	AR	20663961	Pubmed	10.1105/tpc.1 10.075028	The degree to which the plant reacts differs between the mutants, with defects in the CHS domain eliciting the strongest reaction of the plant defense system
PHI:2226	Uniprot	Q4P9K9	XP_759351	521	Mcs1	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	oxidative burst	Gene mutation: characterised	na	AR	20663961	Pubmed	10.1105/tpc.1 10.075028	The degree to which the plant reacts differs between the mutants, with defects in the CHS domain eliciting the strongest reaction of the plant defense system
PHI:2226	Uniprot	Q4P9K9	XP_759351	521	Mcs1	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	oxidative burst	Gene mutation: characterised	na	AR	20663961	Pubmed	10.1105/tpc.1 10.075028	The degree to which the plant reacts differs between the mutants, with defects in the CHS domain eliciting the strongest reaction of the plant defense system
PHI:2227	Uniprot	D4III8	FN689796	521	pao	chromosome 20, contig 214: 152339–1540721	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	polyamine oxidase	no data found	no data found	no data found	Reduced virulence	no	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	20840600	Pubmed	10.1111/j.1567-1364.2010.00675.x	no comments
PHI:2227	Uniprot	D4III8	FN689796	521	pao	chromosome 20, contig 214: 152339–1540721	PHI:2228	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	polyamine oxidase	no data found	no data found	no data found	Loss of pathogenicity	no	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20840600	Pubmed	10.1111/j.1567-1364.2010.00675.x	no comments
PHI:2228	Uniprot	O14439	X88796	521	odc	no data found	PHI:2227	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	polyamine oxidase	no data found	no data found	no data found	Loss of pathogenicity	no	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	20840600	Pubmed	10.1111/j.1567-1364.2010.00675.x	no comments
PHI:2229	Uniprot	Q4P862	XP_759848	521	rok1	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full; Gene complementation	na	AR	19486294	Pubmed	10.1111/j.1365-2958.2009.06747.x	no comments
PHI:2230	Uniprot	Q9UQY5	AF193614	521	kpp2	no data found	no	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	19486294	Pubmed	10.1111/j.1365-2958.2009.06747.x	no comments
PHI:2229	Uniprot	Q4P862	XP_759848	521	rok1	no data found	PHI:2230	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	19486294	Pubmed	10.1111/j.1365-2958.2009.06747.x	no comments
PHI:2230	Uniprot	Q9UQY5	AF193614	521	kpp2	no data found	PHI:2229	5270	Ustilago maydis	SG200	Corn smut	Monocot	4577	Maize	no data found	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	Gene deletion: full	na	AR	19486294	Pubmed	10.1111/j.1365-2958.2009.06747.x	no comments
