PHI_MolConn_ID	IdentifierTypeOfProteinID	ProteinID	IdentifierTypeOfGeneLocusID	GeneLocusID	Genomic sequence providing strain	Gene_name	Genome location	Specific modification/s to the targeted protein or promoter	Accession ID for the modified genetic element  	Known interacting protein(s) in the pathogen	Interacting protein - locus ID 	Multiple_mutation	Pathogen_NCBI_species_Taxonomy ID	Pathogen_species	Pathogen_NCBI_strain_Taxonomy_ID	Experimental_strain	Disease_name	Host_descripton	Host_NCBI_Taxonomy_ID	Experimental_host_species	Host_strain_genotype_or cultivar_taxonomy_ID_NCBI	HostGenotype_definedGene of interest	HostGenotype_definedGene of interest _AccessionID	tissue_type	Function	GO_annotation	Database	Pathway_secretion_systems	Phenotype_of_mutant	Mating_defect_prior_to_penetration	Pre_penetration_defect	Penetration_defect	Post_penetration_defect	Disease_development_macroscopically_visible	Vegetative_spores	Sexual_spores	In_vitro_growth	Spore_germination	Inducer	ChemicalAccession (Chebi/CAS)	Tested Host_target	TestedHostTarget_AccessionID	Interaction phenotype	Host_response	Experimental_evidence	Transient Assay Experimental Evidence	Species_Expert	Entered_by	Literature_ID	Literature_source	DOI	Comments
PHI:2061	Uniprot	Q51MW4	Genbank	XP_368182	70-15	ATG8	no data found					na	318829	Magnaporthe oryzae		B157	Rice blast	Monocot	112509	Barley	no data found			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	yes	no data found	no data found	reduced; defective; aberrant	no data found	reduced; aberrant	no data found	Glucose; Sucrose; Glucose-6-phosphate; Glucose-1-phosphate	Glucose: 50-99-7; Sucrose: 57-50-1; Glucose-6-phosphate: 56-73-5; Glucose-1-phosphate: 59-56-3	no data found			no data found	Gene deletion: full; Gene complementation			AR	19115483	Pubmed	no data found	atg8Δ  gained  a  fluffy  appearance,  suggesting restoration  of  aerial  hyphal  growth,  when supplemented  with  glucose  or  sucrose  as a  carbon  source. Interestingly,  the  addition of  sucrose  or  glucose  significantly  restored conidiation  in  atg8Δ  even  in  the  presence of  the  nonrepressible  disaccharide,  lactose (p  =  0.001;  Fig.  3A).  Although  profuse (Fig.  3B)  the  suppression  of  atg8Δ  conidi-ation  was  lower  in  glucose  (about  64  x  102 conidia/cm2; Fig. 3A) when compared to that induced by sucrose; Glucose-6-phosphate caused  a  remarkable  suppression  of conidiation defects. However, exogenous Glucose-1-phosphate was unable to suppress the conidiation defects
PHI:2062	Uniprot	G4MW66	Genbank	XP_363893	70-15	Gph1	no data found					na	318829	Magnaporthe oryzae		B157	Rice blast	Monocot	112509	Barley	no data found			leaves	no data found	no data found	no data found	no data found	Unaffected pathogenicity	no data found	no data found	no	no	no data found	wild type	no data found	wild type	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19115483	Pubmed	no data found	no comments
PHI:2061	Uniprot	Q51MW4	Genbank	XP_368182	70-15	ATG8	no data found					PHI:2062	318829	Magnaporthe oryzae		B157	Rice blast	Monocot	112509	Barley	no data found			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	yes	yes	no data found	reduced;defective	no data found	reduced; aberrant	no data found	no data found	no data found	no data found			slight induction of hypersensitive reaction	Gene deletion: full			AR	19115483	Pubmed	no data found	no comments
PHI:2062	Uniprot	G4MW66	Genbank	XP_363893	70-15	Gph1	no data found					PHI:2061	318829	Magnaporthe oryzae		B157	Rice blast	Monocot	112509	Barley	no data found			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	yes	yes	no data found	reduced;defective	no data found	reduced; aberrant	no data found	no data found	no data found	no data found			slight induction of hypersensitive reaction	Gene deletion: full			AR	19115483	Pubmed	no data found	no comments
PHI:2063	Uniprot	G4N168	Broad	MGG_07456.6	70-15	MCNA	no data found					na	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Nackdongbyeo			leaves	no data found	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	diamond-shaped and gray-centered lesions	reduced	no data found	reduced; aberrant	wild type	Calcium chloride; Cyclic AMP	Calcium chloride: 10035-04-8; Cyclic AMP: 60-92-4	no data found			fewer and smaller lesions	altered gene expression / gene regulation: silencing			AR	19190403	Pubmed	doi: 10.4014/jmb.0804.268	Addition of exogenous CaCl2 or cAMP restored appressorium formation
PHI:2063	Uniprot	G4N168	Broad	MGG_07456.6	70-15	MCNA	no data found					na	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Nackdongbyeo			leaves	no data found	no data found	no data found	no data found	Reduced virulence	no data found	yes	no data found	no data found	diamond-shaped and gray-centered lesions	reduced	no data found	reduced; aberrant	wild type	Calcium chloride; Cyclic AMP	Calcium chloride: 10035-04-8; Cyclic AMP: 60-92-4	no data found			fewer and smaller lesions	altered gene expression / gene regulation: silencing			AR	19190403	Pubmed	doi: 10.4014/jmb.0804.268	Addition of exogenous CaCl2 or cAMP restored appressorium formation
PHI:2064	Uniprot	C6ZEZ6		no data found	81278ZB15	AvrPiz-t	chromosome 7					na	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	Nipponbare			leaves	no data found	no data found	no data found	no data found	Effector (plant avirulence determinant)	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Functional test in host			AR	19271956	Pubmed	doi:10.1094 / MPMI -22-4-0411	no comments
PHI:2065	Uniprot	Q4R1B9	Broad	MGG_00692.6	70-15	MSTU1	no data found					na	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	LTH			leaves	Mobilization of lipids and glycogen	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	yes	no	no data found	reduced	wild type	reduced	wild type	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation			AR	19337737	Pubmed	doi: 10.1271/bbb.90146	no comments
PHI:2065	Uniprot	Q4R1B9	Broad	MGG_00692.6	70-15	MSTU1	no data found					na	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	LTH			leaves	Mobilization of lipids and glycogen	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	reduced	no data found	reduced	wild type	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19337737	Pubmed	doi: 10.1271/bbb.90146	no comments
PHI:2065	Uniprot	Q4R1B9	Broad	MGG_00692.6	70-15	MSTU1	no data found					na	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	112509	Barley	no data found			leaves	Mobilization of lipids and glycogen	no data found	no data found	no data found	Loss of pathogenicity	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19337737	Pubmed	doi: 10.1271/bbb.90146	no comments
PHI:2066	Uniprot	Q51WZ9	Broad	MGG_09559.5	70-15	MgAtg9	no data found					na	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	no data found	no data found	no data found	no data found	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation			AR	19556868	Pubmed	no data found	no comments
PHI:2067	Uniprot	G4NDE1	Genbank	MGG_00937.5	70-15	ABC4	no data found					no	318829	Magnaporthe oryzae		B157	Rice blast	Monocot	112509	Barley	no data found			leaves	multidrug resistance	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	reduced	no data found	Resveratrol; Miconazole; Cycloheximide; Camptothecin; Methotrexate	Resveratrol: 501-36-0; Miconazole: 22916-47-8; Cycloheximide: 66-81-9; Camptothecin: 7689-03-4; Methotrexate: 59-05-2	no data found			no data found	Insertional mutagenesis screen for pathogenicity mutants of Magnaporthe grisea obtained via Agrobacterium tumefaciens -mediated transformation (ATMT )			AR	18034832	Pubmed	DOI:10.1111/j.1574-6968.2007.00937.x	The mutant abc4 showed increased sensitivity to resveratrol, miconazole and cycloheximide, whereas the difference in growth was not signiﬁcant in case of camptothecin and methotrexate.
PHI:2068	Uniprot	G4NIP2	Genbank	XP_361689	70-15	DES1	Chromosome IV					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Nakdongbyeo			leaves	regulation of ferrous ions	no data found	no data found	no data found	Reduced virulence	no data found	no	no data found	yes	brown granule generation and cell death	aberrant	no data found	wild type	wild type	Diphenyleneiodonium	Diphenyleneiodonium: 244-54-2	no data found			no data found	Gene deletion: full; Gene complementation			AR	19390617	Pubmed	doi:10.1371/jo urnal.ppat.1000 4 01	the attenuated virulence phenotypes of des1 deletion mutant and DES1 T-DN A mutant were rescued in the rice sheath cells in which ROS generation was inhibited by DPI. Treatment with DPI completely prevented the production of brown granules, and both mutants could develop IH.
PHI:2068	Uniprot	G4NIP2	Genbank	XP_361689	70-15	DES1	Chromosome IV					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4530	Rice	Nakdongbyeo			leaves	regulation of ferrous ions	no data found	no data found	no data found	Reduced virulence	no data found	no	no data found	yes	no data found	aberrant	no data found	enhanced	wild type	Diphenyleneiodonium	Diphenyleneiodonium: 244-54-2	no data found			no data found	Insertional mutagenesis screen for pathogenicity mutants of Magnaporthe grisea obtained via Agrobacterium tumefaciens -mediated transformation (ATMT )			AR	19390617	Pubmed	doi:10.1371/jo urnal.ppat.1000 4 01	the attenuated virulence phenotypes of des1 deletion mutant and DES1 T-DN A mutant were rescued in the rice sheath cells in which ROS generation was inhibited by DPI. Treatment with DPI completely prevented the production of brown granules, and both mutants could develop IH.
PHI:2068	Uniprot	G4NIP2	Genbank	XP_361689	70-15	DES1	Chromosome IV					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4679	Onion	no data found			epidermis	regulation of ferrous ions	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no	yes	no data found	no data found	no data found	no data found	no data found	Diphenyleneiodonium	Diphenyleneiodonium: 244-54-2	no data found			Callose deposition	Gene deletion: full; Gene complementation			AR	19390617	Pubmed	doi:10.1371/jo urnal.ppat.1000 4 01	Treatment of DPI recovered the frequencies of IH development by des1 deletion mutant and DES1 T-DNA mutant up to 28% and 21%, respectively.
PHI:2068	Uniprot	G4NIP2	Genbank	XP_361689	70-15	DES1	Chromosome IV					no	318829	Magnaporthe oryzae		70-15	Rice blast	Monocot	4679	Onion	no data found			epidermis	regulation of ferrous ions	no data found	no data found	no data found	Reduced virulence	no data found	no data found	no	yes	no data found	no data found	no data found	no data found	no data found	Diphenyleneiodonium	Diphenyleneiodonium: 244-54-2	no data found			Callose deposition	Insertional mutagenesis screen for pathogenicity mutants of Magnaporthe grisea obtained via Agrobacterium tumefaciens -mediated transformation (ATMT )			AR	19390617	Pubmed	doi:10.1371/jo urnal.ppat.1000 4 01	Treatment of DPI recovered the frequencies of IH development by des1 deletion mutant and DES1 T-DNA mutant up to 28% and 21%, respectively.
PHI:2069	Uniprot	Q52EB3	Genbank	MGG_06393.6	70-15	Moatg1	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2070	Uniprot	Q51ZN8	Genbank	MGG_05998.6	70-15	Moatg2	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2071	Uniprot	Q51LD2	Genbank	MGG_02959.6	70-15	Moatg3	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2072	Uniprot	Q523C3	Genbank	MGG_03580.6	70-15	Moatg4	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2073	Uniprot	Q525E4	Genbank	MGG_09262.6	70-15	Moatg5	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2074	Uniprot	G4N6Q1	Genbank	MGG_03694.6	70-15	Moatg6	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	reduced	no data found	reduced	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2075	Uniprot	Q52CS0	Genbank	MGG_07297.6	70-15	Moatg7	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2076	Uniprot	Q51MW4	Genbank	MGG_01062.6	70-15	Moatg8	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2077	Uniprot	Q51WZ9	Genbank	MGG_09559.6	70-15	Moatg9	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2078	Uniprot	G4MYZ2	Genbank	MGG_14737.6	70-15	Moatg10	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2079	Uniprot	Q51P78	Genbank	MGG_00598.6	70-15	Moatg12	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full; Gene complementation			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2080	Uniprot	G4NC26	Genbank	MGG_00454.6	70-15	Moatg13	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Reduced virulence	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
PHI:2081	Uniprot	G4N703	Genbank	MGG_12828.6	70-15	Moatg15	no data found					no	318829	Magnaporthe oryzae		Guy11	Rice blast	Monocot	4530	Rice	CO-39			leaves	no data found	no data found	no data found	no data found	Loss of pathogenicity	no data found	yes	yes	yes	no data found	no data found	no data found	no data found	no data found	no data found	no data found	no data found			no data found	Gene deletion: full			AR	19717456	Pubmed	doi  10.1073  pnas.0901477106	no comments
